   4.0999999999999999E-004   2.0110000000000001        3.8820000000000000E-007   4.7410000000000000E-006   2.8289999999999999E-006   3.9260000000000002E-006   4.3359999999999997E-006   1.9099999999999999E-006   6.0670000000000005E-007   1.6610000000000001E-007
   8.1999999999999998E-004   2.0110000000000001        1.1370000000000001E-006   1.3879999999999999E-005   8.2789999999999998E-006   1.1490000000000000E-005   1.2690000000000000E-005   5.5929999999999996E-006   1.7760000000000000E-006   4.8650000000000002E-007
   1.2300000000000000E-003   2.0110000000000001        1.8860000000000000E-006   2.3020000000000000E-005   1.3720000000000001E-005   1.9040000000000001E-005   2.1019999999999999E-005   9.2779999999999999E-006   2.9480000000000000E-006   8.0739999999999999E-007
   1.6400000000000000E-003   2.0110000000000001        2.9069999999999999E-006   3.5450000000000001E-005   2.1129999999999999E-005   2.9329999999999999E-005   3.2379999999999998E-005   1.4300000000000000E-005   4.5430000000000004E-006   1.2449999999999999E-006
   2.0500000000000002E-003   2.0110000000000001        4.3359999999999997E-006   5.2849999999999997E-005   3.1520000000000003E-005   4.3739999999999998E-005   4.8300000000000002E-005   2.1319999999999999E-005   6.7760000000000000E-006   1.8570000000000000E-006
   2.4599999999999999E-003   2.0110000000000001        6.0499999999999997E-006   7.3679999999999999E-005   4.3970000000000001E-005   6.1020000000000002E-005   6.7370000000000000E-005   2.9730000000000002E-005   9.4539999999999996E-006   2.5909999999999998E-006
   2.8700000000000002E-003   2.0110000000000001        8.0499999999999992E-006   9.7940000000000001E-005   5.8459999999999999E-005   8.1130000000000004E-005   8.9580000000000006E-005   3.9539999999999998E-005   1.2580000000000000E-005   3.4479999999999999E-006
   3.2799999999999999E-003   2.0110000000000001        1.0329999999999999E-005   1.2559999999999999E-004   7.4989999999999999E-005   1.0410000000000000E-004   1.1490000000000000E-004   5.0739999999999999E-005   1.6140000000000001E-005   4.4279999999999998E-006
   3.6900000000000001E-003   2.0110000000000001        1.2900000000000000E-005   1.5660000000000001E-004   9.3529999999999994E-005   1.2980000000000001E-004   1.4329999999999999E-004   6.3310000000000002E-005   2.0149999999999999E-005   5.5300000000000004E-006
   4.1000000000000003E-003   2.0110000000000001        1.5750000000000000E-005   1.9100000000000001E-004   1.1410000000000000E-004   1.5830000000000000E-004   1.7479999999999999E-004   7.7260000000000002E-005   2.4610000000000000E-005   6.7549999999999997E-006
   4.5100000000000001E-003   2.0110000000000001        1.8890000000000000E-005   2.2860000000000000E-004   1.3660000000000001E-004   1.8960000000000000E-004   2.0929999999999999E-004   9.2570000000000003E-005   2.9499999999999999E-005   8.1030000000000002E-006
   4.9199999999999999E-003   2.0110000000000001        2.2310000000000002E-005   2.6959999999999999E-004   1.6110000000000001E-004   2.2350000000000001E-004   2.4679999999999998E-004   1.0920000000000000E-004   3.4829999999999997E-005   9.5740000000000002E-006
   5.3299999999999997E-003   2.0110000000000001        2.6010000000000000E-005   3.1369999999999998E-004   1.8750000000000000E-004   2.6019999999999998E-004   2.8719999999999999E-004   1.2730000000000000E-004   4.0599999999999998E-005   1.1170000000000000E-005
